"subjid","cadre_id","status","selpa_final","district_final","district_size","role","job_title","gender","ethnicity","race","age","socio_disadvantaged_percentage","performance_score_avg","exp_asd","years_participation","ebp_use_primary_quality_outcome","ebp_use_secondary_quality_outcocme","ebp_use_tertiary_quality_outcome","pct_correct_avg","pct_fidelity_avg","primary_pct_cor","primary_pct_fid","ebp_res_partnership_avg","ebp_res_strategic_planning_avg","ebp_res_org_capacity_avg","ebp_res_total","use_data","ics_focus_ebp","ics_edu_support","ics_recog_ebp","ics_rewards_ebp","ics_selection_ebp","ics_selection_open","ics_exist_sup_ebp","ics_exist_use_data","ics_total","ics_total_narm"
"CAP604","CC0460","Eligible","San Luis Obispo SELPA",NA,NA,"Specialist","Behavior Specialist","Female","No","White","25 - 34",0.43,53.93,1,4,NA,NA,NA,NA,NA,NA,NA,2.75,NA,5,NA,0,7,7,12,5,4,12,NA,4,NA,51
"CAP606","CC0771","Eligible","Ventura SELPA","Ventura County Office of Education",NA,"Administrator","Assistant Principal","Male","Yes","Decline to answer","35 - 44",0.52,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,0,4,7,4,5,8,5,5,6,44,44
"CAP613","CC0722","Eligible","Solano County SELPA","Fairfield-Suisun Unified",21539,"Specialist","Behavior Specialist",NA,NA,NA,NA,0.49,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,3,3,3,3,3,3,8,30,30
"CAP615","CC0719","Eligible","Placer SELPA",NA,NA,"Specialist","Program Specialist",NA,NA,NA,NA,0.34,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,11,9,5,6,6,6,8,60,60
"CAP616","CC0767","Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP617","CC0770","Eligible","San Diego City Unified SELPA","San Diego Unified",104801,"Specialist","Specialist","Female","No","White","55 - 64",0.59,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,6,7,4,0,1,6,5,4,33,33
"CAP618","CC0520","Eligible","East County San Diego SELPA","Cajon Valley Union",16581,"Specialist","Program Specialist","Female","No","White","45 - 54",0.58,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,0,1,4,8,3,6,9,1,0,32,32
"CAP619","CC0691","Eligible","San Diego North Inland SELPA",NA,NA,"Administrator","Specialist","Female","No","White","35 - 44",0.68,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,0,6,8,7,4,6,10,4,6,51,51
"CAP62","CC0362","Eligible","Corona-Norco Unified SELPA",NA,NA,"Specialist","Program Specialist","Female","No","White","35 - 44",0.47,62.12,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,9,12,10,7,12,12,12,11,85,85
"CAP621","CC0746","Eligible","Puente Hills SELPA","Rowland Unified",13562,"Administrator","Specialist","Female","Yes","White","35 - 44",NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,0,6,7,8,3,4,9,5,5,47,47
"CAP625","CC0776","Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,9,7,10,4,0,3,3,1,37,37
"CAP628","CC0729","Eligible","Santa Clara County SELPA VII","Santa Clara Unified",15509,"Administrator","Specialist","Female","No","Asian","45 - 54",0.42,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,0,6,9,8,6,6,7,6,7,55,55
"CAP629","CC0702","Eligible","Santa Clara County SELPA II","Cupertino Union",18017,"Specialist","Behavior Specialist","Female","No","2 or more of the above","35 - 44",0.15,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,0,7,5,6,1,3,3,6,12,43,43
"CAP639","CC0449","Eligible","Sacramento County SELPA","Center Joint Unified",4332,"DSP","SLP/SLPA","Female","No","White","35 - 44",0.67,NA,3,3,4,3.75,4,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,3,4,6,4.5,6,36.5,36.5
"CAP640","CC0712","Eligible","Santa Clara County SELPA VII","Santa Clara Unified",15509,"Specialist","TOSA","Female","No","White","35 - 44",0.42,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,0,6,6,10,5,6,7,5,4,49,49
"CAP641","CC0717","Eligible","South East Consortium SELPA","Morgan Hill Unified",8487,"Administrator","Coordinator","Female","Yes","Decline to answer","35 - 44",0.52,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,0,8,3,6,6,6,6,3,4,42,42
"CAP643","CC0730","Eligible","Imperial County SELPA",NA,NA,"Specialist","Specialist","Female","Yes","Decline to answer","35 - 44",0.77,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,0,8,8,4,0,12,12,5,4,53,53
"CAP65","CC0326","Eligible","Folsom Cordova USD SELPA","Folsom-Cordova Unified",20240,"DSP","Psychologist","Female","No","White","55 - 64",0.38,15.38,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,6,6,0,NA,NA,6,8,NA,35
"CAP650","CC0014","Eligible","San Joaquin County SELPA","Manteca Unified",23622,"Administrator","Specialist","Female","No","Other","35 - 44",0.57,22.88,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,0,8,6,9,5,9,7,6,6,56,56
"CAP653","CC0110","Eligible","Southwest SELPA","Palos Verdes Peninsula Unified",11346,"Specialist","Program Specialist","Female","No","White","45 - 54",0.45,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,11,10,12,12,12,9,11,10,87,87
"CAP655","CC0242","Eligible","San Bernardino City USD SELPA","San Bernardino City Unified",49454,"Specialist","TOSA","Female","Yes","Other","55 - 64",NA,36,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,0,8,6,6,3,6,9,5,4,47,47
"CAP658","CC0550","Eligible","Santa Clara County SELPA III",NA,NA,"Specialist","Consultant","Female","No","White","65 - 74",0.17,34.83,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,0,2,4,3,1,4,6,1,0,21,21
"CAP66","CC0458","Eligible","Santa Clarita Valley SELPA",NA,NA,"Specialist","SLP/SLPA","Female","No","White","55 - 64",0.34,47.01,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,7,6,3,3,3,6,5,6,39,39
"CAP661","CC0640","Eligible","Stanislaus County SELPA","Ceres Unified",13695,"Specialist","Program Specialist","Female","No","Other","35 - 44",0.7,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,7,12,3,0,6,10,9,16,63,63
"CAP663","CC0734","Eligible","San Diego North Inland SELPA","Escondido Union",15767,"Specialist","Program Specialist","Female","No","White","25 - 34",0.68,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,5,8,11,5,9,9,8,9,64,64
"CAP664","CC0713","Eligible","Los Angeles Unified SELPA","Los Angeles Unified",467007,"Administrator","Specialist","Female","No","White","35 - 44",0.86,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,0,2,3,6,1,4,8,2,0,26,26
"CAP665","CC0772","Eligible","Tri-Valley SELPA","Livermore Valley Joint Unified",13765,"Director","Director of Special Education","Male","No","White","55 - 64",0.15,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,0,11,11,11,9,12,12,12,4,82,82
"CAP669","CC0468","Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP671","CC0750","Eligible","Sacramento County SELPA","Twin Rivers Unified",23989,"Administrator","Specialist","Male","No","Black, African American","35 - 44",0.67,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,8,9,10,3,8,12,8,5,63,63
"CAP672",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP673",NA,"Eligible","Monterey County SELPA",NA,NA,"Director","Director of Special Education",NA,NA,NA,NA,0.76,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP674",NA,"Eligible","Monterey County SELPA","South Monterey County Joint Union High",2302,"Director","Director of Special Education","Male","No","Asian","45 - 54",0.76,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP678",NA,"Eligible","West End SELPA","Chaffey Joint Union High",23969,"Director","Director of Special Education","Female","No","White","45 - 54",0.53,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,0,6,6,6,2,5,9,5,6,45,45
"CAP680",NA,"Eligible","Monterey County SELPA",NA,NA,"Administrator","Specialist","Female","No","White","65 - 74",0.76,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,NA,0,3,2,5,0,2,3,0,3,18,18
"CAP681",NA,"Eligible","Monterey County SELPA","Santa Rita Union Elementary",3568,"DSP","Special Education Teacher (serving on a single school site)","Female","No","Decline to answer","Decline to answer",0.76,NA,3,NA,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,0,0,0,0,0,4,4
"CAP682",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP685","CC0334","Eligible","Anaheim City SELPA","Anaheim Elementary",17671,"DSP","SLP/SLPA","Female","No","White","55 - 64",0.87,50.5,3,4,2.75,2.25,2.25,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,9,9,9,9,9,12,75,75
"CAP686",NA,"Eligible","West End SELPA","Cucamonga Elementary",2458,"DSP","Psychologist","Female","Yes","White","35 - 44",0.53,NA,3,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,6,1,NA,6,3,5,NA,35
"CAP687",NA,"Eligible","Santa Barbara SELPA",NA,NA,"Director","SELPA Director","Male","Yes","White","45 - 54",0.68,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4.6,5.2,5.8,78,0,12,11,8,5,12,12,12,16,88,88
"CAP688","CC0016","Eligible","Anaheim City SELPA","Anaheim Elementary",17671,"Specialist","Program Specialist","Female","No","White","35 - 44",0.87,38.42,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,0,6,7,7,2,4,6,4,4,40,40
"CAP689",NA,"Eligible","West End SELPA","Cucamonga Elementary",2458,"DSP","SLP/SLPA","Female","Yes","White","25 - 34",0.53,NA,2,NA,3,2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,12,0,10,11,10,7,70,70
"CAP690",NA,"Eligible","West End SELPA","Cucamonga Elementary",2458,"Director","Director of Special Education","Female","Yes","White","35 - 44",0.53,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,6,4,6,2,9,9,9,6,51,51
"CAP691",NA,"Eligible","Monterey County SELPA","Monterey County Office of Education",NA,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.76,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP692",NA,"Eligible","Antelope Valley SELPA","Antelope Valley Union High",21011,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.78,NA,3,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP693",NA,"Eligible","Ontario Montclair",NA,NA,"Director","SELPA Director","Female","Yes","White","45 - 54",0.84,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,0,12,12,12,4,7,12,12,16,87,87
"CAP695",NA,"Eligible","West End SELPA","Cucamonga Elementary",2458,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.53,NA,3,NA,1.5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP696",NA,"Eligible","Antelope Valley SELPA","Lancaster Elementary",14050,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","25 - 34",0.78,NA,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP697",NA,"Eligible","Antelope Valley SELPA","Lancaster Elementary",14050,"DSP","Psychologist","Female","Yes","White","35 - 44",0.78,NA,3,2,2.25,2.25,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,8,2,0,7,3,4,36,36
"CAP699",NA,"Eligible","West End SELPA","Cucamonga Elementary",2458,"DSP","SLP/SLPA","Female","Yes","Other","45 - 54",0.53,NA,3,NA,2,1.25,1.75,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,6,2,5,5,4,1,34,34
"CAP700",NA,"Eligible","Antelope Valley SELPA","Antelope Valley Union High",21011,"DSP","Special Education Teacher (serving on a single school site)","Male","No","White","25 - 34",0.78,NA,3,1,2.5,3,2.75,NA,NA,NA,NA,NA,NA,NA,NA,1,9,6,5,4,6,6,6,7,49,49
"CAP702",NA,"Eligible","Monterey County SELPA","North Monterey County Unified",4616,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","45 - 54",0.76,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,3,0,6,6,3,7,33,33
"CAP703",NA,"Eligible","Antelope Valley SELPA","Lancaster Elementary",14050,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","35 - 44",0.78,NA,3,1,4,3,3.25,NA,NA,NA,NA,NA,NA,NA,NA,1,6,3,5,1,4,6,1,0,26,26
"CAP705","CC0690","Eligible","Fontana Unified SELPA",NA,NA,"Specialist","Specialist","Female","Yes","White","25 - 34",0.86,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,0,12,11,9,10,9,7,10,8,76,76
"CAP706",NA,"Eligible","East San Gabriel Valley SELPA","Azusa Unified",8270,"Director","Director of Special Education","Female","No","White","35 - 44",0.58,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,3,5,3,3,3,3,3,4,27,27
"CAP709","CC0061","Eligible","North Region SELPA","Alameda Unified",9503,"Specialist","TOSA","Female","No","White","45 - 54",0.29,52.44,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,0,9,7,8,4,2,3,4,3,40,40
"CAP71","CC0269","Eligible","Tri-Valley SELPA","Dublin Unified",11294,"Specialist","Behavior Specialist",NA,NA,NA,NA,0.15,13.75,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP710",NA,"Eligible","West End SELPA","Cucamonga Elementary",2458,"DSP","Special Education Teacher (serving on a single school site)","Female","Yes","Other","25 - 34",0.53,NA,2,NA,3,2.75,2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,4,3,5,9,3,5,43,43
"CAP711",NA,"Eligible","Monterey County SELPA","South Monterey County Joint Union High",2302,"Administrator","Coordinator","Male","No","White","55 - 64",0.76,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1.8,19,0,2,3,2,1,3,9,0,1,21,21
"CAP712",NA,"Eligible","San Benito County SELPA","North County Joint Union Elementary",747,"Administrator","Coordinator","Female","No","American Indian or Alaskan Native","45 - 54",0.6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2.8,4.4,51,0,8,11,10,5,7,12,8,12,73,73
"CAP714",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP715","CC0739","Eligible","WACSEP (Whittier Area Co-op SELPA)",NA,NA,"Specialist","Psychologist","Female","No","White","35 - 44",0.7,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,0,8,5,8,3,6,6,4,4,44,44
"CAP716",NA,"Eligible","Antelope Valley SELPA","Keppel Union Elementary",2619,"Director","Director of Special Education","Female","No","White","45 - 54",0.78,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,0,11,11,10,8,10,9,10,12,81,81
"CAP717",NA,"Eligible","Monterey County SELPA","Salinas City Elementary",8844,"Director","Director of Special Education","Female","Yes","2 or more of the above","55 - 64",0.76,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,NA,NA,NA,12,NA,NA,NA,18
"CAP718",NA,"Eligible","Antelope Valley SELPA","Antelope Valley Union High",21011,"DSP","SLP/SLPA","Male","No","White","35 - 44",0.78,NA,3,1,2.5,3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,11,9,7,5,6,6,6,8,58,58
"CAP719",NA,"Eligible","Shasta County SELPA","Gateway Unified",2324,"Director","Director of Special Education",NA,NA,NA,NA,0.58,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,6,6,9,9,9,8,59,59
"CAP72","CC0507","Eligible","Lodi Area SELPA",NA,NA,"Specialist","Program Specialist","Female","No","White","65 - 74",0.71,65,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,9,10,11,3,9,12,12,12,78,78
"CAP720",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP721","CC0701","Eligible","Stanislaus County SELPA",NA,NA,"Administrator","Coordinator","Female","Yes","White","45 - 54",0.7,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,0,11,10,9,10,11,12,9,16,88,88
"CAP722",NA,"Eligible","Antelope Valley SELPA","Antelope Valley Union High",21011,"Specialist","Program Specialist","Female","Yes","Decline to answer","35 - 44",0.78,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,1.2,3.4,33,0,9,8,8,1,9,9,3,6,53,53
"CAP723",NA,"Eligible","East San Gabriel Valley SELPA","Charter Oak Unified",4765,"Director","Director of Special Education",NA,NA,NA,NA,0.58,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP724",NA,"Eligible","Kern County Consortium SELPA",NA,NA,"Specialist","Program Specialist","Female","Yes","Decline to answer","25 - 34",0.74,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,0,12,11,9,NA,12,12,12,16,NA,84
"CAP726",NA,"Eligible","Monterey County SELPA","King City Union",2662,"Director","Director of Special Education","Female","No","White","55 - 64",0.76,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.2,1.2,20,0,2,1,0,0,4,6,1,2,16,16
"CAP727",NA,"Eligible","San Benito County SELPA","San Benito High",3066,"Director","Director of Special Education","Female","No","White","45 - 54",0.6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,0,6,4,12,3,4,10,5,7,51,51
"CAP728",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP729",NA,"Eligible","East San Gabriel Valley SELPA","Glendora Unified",7444,"DSP","SLP/SLPA","Female","Yes","Other","65 - 74",0.58,NA,3,NA,3,2.5,3.75,NA,NA,NA,NA,NA,NA,NA,NA,1,12,12,9,8,12,12,10,12,87,87
"CAP73","CC0218","Eligible","Fresno Unified SELPA","Fresno Unified",70675,"Administrator","Specialist","Female","Yes","White","55 - 64",0.89,41.83,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,4,8,6,3,4,6,9,5,45,45
"CAP730",NA,"Eligible","Kern County Consortium SELPA","Kernville Union Elementary",899,"Director","Director of Special Education","Female","No","White","25 - 34",0.74,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,1,4,8,2,6,9,1,3,34,34
"CAP731",NA,"Eligible","North Region SELPA","Albany City Unified",3658,"Director","Director of Special Education","Female","No","White","55 - 64",0.29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.6,3.6,2.8,40,0,5,9,12,6,7,12,8,8,67,67
"CAP732",NA,"Eligible","Antelope Valley SELPA","Antelope Valley Union High",21011,"DSP","Psychologist","Male","Yes","White","65 - 74",0.78,NA,3,NA,2.75,2.25,2,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,9,9,7,9,7,8,67,67
"CAP734",NA,"Eligible","Antelope Valley SELPA","Palmdale Elementary",18693,"Specialist","Program Specialist","Female","No","White","45 - 54",0.78,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,0,4,3,4.5,0,3,NA,6,2,NA,22.5
"CAP735",NA,"Eligible","Santa Clara County SELPA II","Sunnyvale",6575,"DSP","Psychologist","Female","Decline to answer","Decline to answer","Decline to answer",0.15,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,10,0,0,12,4,3,8,42,42
"CAP736",NA,"Eligible","Santa Clara County SELPA II","Sunnyvale",6575,"Specialist","Behavior Specialist","Female","No","Asian","35 - 44",0.15,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,5,7,7,1,9,9,5,1,44,44
"CAP737",NA,"Eligible","Santa Clara County SELPA IV","Santa Clara County Office of Education",NA,"DSP","Special Education Teacher (serving on a single school site)","Male","No","White","55 - 64",0.46,NA,3,NA,2,3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,9,7,8,8,9,10,5,7,63,63
"CAP738",NA,"Eligible","West Orange County SELPA","Huntington Beach Union High",16188,"DSP","SLP/SLPA","Female","No","White","45 - 54",0.42,NA,3,NA,2.5,2.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,10,8,6,10,6,6,5,57,57
"CAP739",NA,"Eligible","West Orange County SELPA","Huntington Beach Union High",16188,"DSP","Special Education Teacher (serving on a single school site)","Male","No","White","35 - 44",0.42,NA,3,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,9,7,6,4,9,9,6,9,59,59
"CAP740",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,0,12,12,3,6,9,9,9,12,72,72
"CAP741",NA,"Eligible","Fresno County SELPA","Kerman Unified",5148,"DSP","SLP/SLPA","Female","No","White","35 - 44",0.81,NA,3,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,9,0,0,9,9
"CAP742",NA,"Eligible","South East Consortium SELPA","Santa Clara County Office of Education",NA,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","55 - 64",0.52,NA,3,NA,2.25,1.25,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,6,0,0,7,7
"CAP743",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2.5,2.75,2,NA,NA,NA,NA,NA,NA,NA,NA,0,6,2,4,0,4,6,1,4,27,27
"CAP744",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.5,0.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP745",NA,"Eligible","Antelope Valley SELPA","Acton-Agua Dulce Unified",1080,"DSP","OT/OTA","Female","No","White","35 - 44",0.78,NA,3,NA,4,2.25,2.25,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,5,3,6,6,3,7,37,37
"CAP746",NA,"Eligible","South East Consortium SELPA","Gilroy Unified",11290,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.52,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP747",NA,"Eligible","North Region SELPA","Emery Unified",690,"DSP","SLP/SLPA","Female","No","White","25 - 34",0.29,NA,3,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,6,6,NA,NA,4.5,5,NA,33.5
"CAP748",NA,"Eligible","Fresno County SELPA","Fresno County Office of Education",NA,"DSP","Paraprofessional","Female","Yes","Decline to answer","35 - 44",0.81,NA,3,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,12,12,11,7,9,9,9,12,81,81
"CAP75","CC0523","Eligible","West Orange County SELPA",NA,NA,"Specialist","Program Specialist","Female","No","White","45 - 54",0.42,47.68,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,8,12,8,NA,NA,NA,9,4,NA,41
"CAP750",NA,"Eligible","Fresno County SELPA","Mendota Unified",3443,"Director","Director of Special Education","Male","No","Other","45 - 54",0.81,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,0,2,2,3,3,1,8,3,1,23,23
"CAP751",NA,"Eligible","Santa Clara County SELPA III","Santa Clara County Office of Education",NA,"DSP","Special Education Teacher (serving on a single school site)","Female","No","Asian","55 - 64",0.17,NA,3,NA,2.5,1.75,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,6,6,3,4,3,4,33,33
"CAP752",NA,"Eligible","Fresno County SELPA","Mendota Unified",3443,"DSP","Psychologist","Male","Yes","Decline to answer","25 - 34",0.81,NA,3,NA,2.75,2.75,3,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5,3,3,1,6,5,2,32,32
"CAP754",NA,"Eligible","South East Consortium SELPA","Gilroy Unified",11290,"Specialist","Program Coordinator","Female","No","White","45 - 54",0.52,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1.6,1,1.8,22,0,5,3,4,0,6,6,3,0,27,27
"CAP756",NA,"Eligible","Fresno County SELPA","Fresno County Office of Education",NA,"DSP","SLP/SLPA","Female","No","White","45 - 54",0.81,NA,3,NA,3.25,2.75,3,NA,NA,NA,NA,NA,NA,NA,NA,1,6,8,6,6,3,3,9,12,53,53
"CAP757",NA,"Eligible","Santa Clara County SELPA II",NA,NA,"Specialist","Behavior Specialist","Female","No","White","35 - 44",0.15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,6,6,6,6,6,6,6,8,50,50
"CAP758",NA,"Eligible","Kern County Consortium SELPA","Panama-Buena Vista Union",19250,"Specialist","Program Specialist","Female","No","White","35 - 44",0.74,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,0,11,12,8,2,4,3,7,8,55,55
